보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
동부리 294-7,1,,대구광역시 군위군 군위읍 동부리 294-7,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 295-1,1,,대구광역시 군위군 군위읍 동부리 295-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 335-1,1,,대구광역시 군위군 군위읍 동부리 335-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 320-4,1,,대구광역시 군위군 군위읍 동부리 320-4,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
도군로 2734,1,대구광역시 군위군 군위읍 도군로 2734,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
중앙길 136-1,1,대구광역시 군위군 군위읍 중앙길 136-1,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
중앙길 128,1,대구광역시 군위군 군위읍 중앙길 128,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 397-6,1,,대구광역시 군위군 군위읍 동부리 397-6,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 27-16,1,,대구광역시 군위군 군위읍 서부리 27-16,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동서5길 21-1,1,대구광역시 군위군 군위읍 동서5길 21-1,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 400-1,1,,대구광역시 군위군 군위읍 동부리 400-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동서5길 19,1,대구광역시 군위군 군위읍 동서5길 19,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
인재양성원 앞 주차장,1,,대구광역시 군위군 군위읍 서부리 32-22,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 415-2,1,,대구광역시 군위군 군위읍 동부리 415-2,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 610-3,1,,대구광역시 군위군 군위읍 동부리 610-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 403-8,1,,대구광역시 군위군 군위읍 동부리 403-8,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 404-21,1,,대구광역시 군위군 군위읍 동부리 404-21,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 432-5,1,,대구광역시 군위군 군위읍 동부리 432-5,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동서5길 15,1,대구광역시 군위군 군위읍 동서5길 15,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 400-8,1,,대구광역시 군위군 군위읍 동부리 400-8,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 460,1,,대구광역시 군위군 군위읍 동부리 460,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 461-1,1,,대구광역시 군위군 군위읍 동부리 461-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동서7길 15-9,1,대구광역시 군위군 군위읍 동서7길 15-9,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 455,1,,대구광역시 군위군 군위읍 동부리 455,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동부리 467,1,,대구광역시 군위군 군위읍 동부리 467,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 265-2,1,,대구광역시 군위군 군위읍 서부리 265-2,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 215-6,1,,대구광역시 군위군 군위읍 서부리 215-6,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 215-1,1,,대구광역시 군위군 군위읍 서부리 215-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 297,1,,대구광역시 군위군 군위읍 서부리 297,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 201-18,1,,대구광역시 군위군 군위읍 서부리 201-18,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 271-1,1,,대구광역시 군위군 군위읍 서부리 271-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 257-4,1,,대구광역시 군위군 군위읍 서부리 257-4,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 250-5,1,,대구광역시 군위군 군위읍 서부리 250-5,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 250-3,1,,대구광역시 군위군 군위읍 서부리 250-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 255-24,1,,대구광역시 군위군 군위읍 서부리 255-24,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 255-12,1,,대구광역시 군위군 군위읍 서부리 255-12,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 255-22,1,,대구광역시 군위군 군위읍 서부리 255-22,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 388-19,1,,대구광역시 군위군 군위읍 서부리 388-19,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 388-5,1,,대구광역시 군위군 군위읍 서부리 388-5,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 380-3,1,,대구광역시 군위군 군위읍 서부리 380-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 195-2,1,,대구광역시 군위군 군위읍 서부리 195-2,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
중앙3길 15-14,1,대구광역시 군위군 군위읍 중앙3길 15-14,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
중앙3길 15-25,1,대구광역시 군위군 군위읍 중앙3길 15-25,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 315,1,,대구광역시 군위군 군위읍 서부리 315,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
중앙3길 5-8,1,대구광역시 군위군 군위읍 중앙3길 5-8,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 269,1,,대구광역시 군위군 군위읍 서부리 269,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 336,1,,대구광역시 군위군 군위읍 서부리 336,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 255-5,1,,대구광역시 군위군 군위읍 서부리 255-5,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 364-28,1,,대구광역시 군위군 군위읍 서부리 364-28,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 349,1,,대구광역시 군위군 군위읍 서부리 349,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 352-1,1,,대구광역시 군위군 군위읍 서부리 352-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 355,1,,대구광역시 군위군 군위읍 서부리 355,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 205-1,1,,대구광역시 군위군 군위읍 서부리 205-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
중앙2길 16-1,1,대구광역시 군위군 군위읍 중앙2길 16-1,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 167-6,1,,대구광역시 군위군 군위읍 서부리 167-6,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 211-3,1,,대구광역시 군위군 군위읍 서부리 211-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 128-11,1,,대구광역시 군위군 군위읍 서부리 128-11,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 156-6,1,,대구광역시 군위군 군위읍 서부리 156-6,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 151-110,1,,대구광역시 군위군 군위읍 서부리 151-110,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 160-2,1,,대구광역시 군위군 군위읍 서부리 160-2,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 161-4,1,,대구광역시 군위군 군위읍 서부리 161-4,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동서2길 11,1,대구광역시 군위군 군위읍 동서2길 11,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
군위우체국 옆,2,,대구광역시 군위군 군위읍 서부리 56-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
종합전자 앞,1,대구광역시 군위군 군위읍 동서2길 8,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
구)도서관,1,대구광역시 군위군 군위읍 동서길 59,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
화림식당,1,대구광역시 군위군 군위읍 동서1길 12,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
동서1길 22,1,대구광역시 군위군 군위읍 동서1길 22,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
"제일떡방앗간, 초등입구",1,대구광역시 군위군 군위읍 동서5길 28-1,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
꽃내과일,1,대구광역시 군위군 군위읍 중앙길 112-2,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
세창인판사,1,대구광역시 군위군 군위읍 중앙길 104-1,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
김밥24시,1,대구광역시 군위군 군위읍 중앙길84,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
영남전자,1,대구광역시 군위군 군위읍 중앙길 60,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
항아리건강원,1,대구광역시 군위군 군위읍 중앙길 62,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
누리마을감자탕,1,대구광역시 군위군 군위읍 동서3길 32-12,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
구중고등학교 뒤편,1,대구광역시 군위군 군위읍 동서3길 32-12,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
LH 아파트 주변,1,,대구광역시 군위군 군위읍 서부리 557,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
딩구는막창,1,대구광역시 군위군 군위읍 중앙길 50,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
한밤부동산,1,대구광역시 군위군 군위읍 중앙길 46,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
군위병원 뒤,1,,대구광역시 군위군 군위읍 서부리 111-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
오성주택,1,대구광역시 군위군 군위읍 중앙길 38-50,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
군위병원 앞,1,,대구광역시 군위군 군위읍 서부리 124-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
명성아파트,1,대구광역시 군위군 군위읍 중앙길 44,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
경동보일러,1,대구광역시 군위군 군위읍 중앙길 34,,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
뚜레주르 빵집,1,,대구광역시 군위군 군위읍 서부리 120-7,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 388-22,1,,대구광역시 군위군 군위읍 서부리 388-22,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 301,1,,대구광역시 군위군 군위읍 서부리 301,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 155-11,1,,대구광역시 군위군 군위읍 서부리 155-11,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 305,1,,대구광역시 군위군 군위읍 서부리 305,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 403-20,1,,대구광역시 군위군 군위읍 서부리 403-20,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 254-1,1,,대구광역시 군위군 군위읍 서부리 254-1,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 157-9,1,,대구광역시 군위군 군위읍 서부리 157-9,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 157-5,1,,대구광역시 군위군 군위읍 서부리 157-5,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 156-34,1,,대구광역시 군위군 군위읍 서부리 156-34,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 127-28,1,,대구광역시 군위군 군위읍 서부리 127-28,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 284-4,1,,대구광역시 군위군 군위읍 서부리 284-4,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 265-3,1,,대구광역시 군위군 군위읍 서부리 265-3,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
서부리 258-8,1,,대구광역시 군위군 군위읍 서부리 258-8,,,,,054-380-6393,대구광역시 군위군청,2026-04-03,5141000,대구광역시 군위군
