교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자
양지고가차도,01,일반국도,일반국도42호선,42,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 양지면 양지리, 37.234072, 127.296139, 37.235302, 127.298210,230,16.5,0.8,7.2,4,N,강박스거더교,1999,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
석근육교,99,일반국도,일반국도45호선,45,03,경기도,평택시,41220,경기도 평택시 팽성읍 석근리, 36.936761, 127.045028, 36.936989, 127.045063,15,19.5,1,5.6,4,N,라멘교,2000,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
추팔육교,99,일반국도,일반국도45호선,45,03,경기도,평택시,41220,경기도 평택시 팽성읍 추팔리, 36.966954, 127.071085, 36.967151, 127.071229,15,19.5,1,5.7,4,N,라멘교,2000,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
내리고가차도,02,일반국도,일반국도38호선,38,03,경기도,안성시,41550,경기도 안성시 대덕면 신령리, 37.012191, 127.224813, 37.013819, 127.228847,405.7,17.4,0.9,10,4,N,강박스거더교,2001,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
오산육교,99,일반국도,일반국도43호선,43,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 오산리, 37.330901, 127.148311, 37.330893, 127.148453,12,22.5,1,5,5,N,라멘교,2001,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
양촌교,03,일반국도,일반국도43호선,43,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 오산리, 37.330161, 127.155365, 37.330191, 127.155714,30,19.5,1,7.3,4,N,PSCI거더교,2001,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
능원교,02,일반국도,일반국도43호선,43,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 능원리, 37.338796, 127.171456, 37.339159, 127.173092,150,19.5,1,9.3,4,N,PSCI거더교,2001,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,7,서울청 수원사무소,031-218-1777,2024-12-31
능원육교,03,일반국도,일반국도43호선,43,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 능원리, 37.339463, 127.176394, 37.339480, 127.176732,30,19.5,1,8.5,4,N,PSCI거더교,2001,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
동림육교,02,일반국도,일반국도43호선,43,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 모현읍 동림리, 37.340126, 127.191157, 37.340181, 127.191712,50,27.5,1,8.1,6,N,강박스거더교,2001,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
문형교,01,일반국도,일반국도43호선,43,03,경기도,광주시,41610,경기도 광주시 오포읍 문형리, 37.341474, 127.196920, 37.342856, 127.200371,340,19.5,0.9,20,4,N,강박스거더교,2001,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,10.5,서울청 수원사무소,031-218-1777,2024-12-31
진암교,03,일반국도,일반국도3호선,3,03,경기도,이천시,41500,경기도 이천시 장호원읍 진암리, 37.105885, 127.613184, 37.106215, 127.612851,30,19.4,0.9,4.7,4,N,라멘교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
진암1교,03,일반국도,일반국도3호선,3,03,경기도,이천시,41500,경기도 이천시 장호원읍 진암리, 37.114664, 127.605492, 37.115055, 127.605384,45,26.8,0.9,7.7,6,N,강박스거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
진암2교,99,일반국도,일반국도3호선,3,03,경기도,이천시,41500,경기도 이천시 장호원읍 진암리, 37.116048, 127.605194, 37.116349, 127.605159,15,19.4,0.9,5.6,4,N,라멘교,2002,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
진암3교,03,일반국도,일반국도3호선,3,01,경기도,이천시,41500,경기도 이천시 장호원읍 진암리, 37.115467, 127.606889, 37.114598, 127.607135,80,6.9,0.9,7.1,1,Y,강박스거더교,2002,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
제암육교,02,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 향남읍 상신리, 37.117477, 126.900494, 37.117926, 126.900446,50.1,19.5,1,7.9,4,N,강박스거더교,2002,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.4,서울청 수원사무소,031-218-1777,2024-12-31
발안교,02,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 향남읍 제암리, 37.124115, 126.898918, 37.125828, 126.898398,195,19.5,1,4.5,4,N,강박스거더교,2002,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
제암1육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 향남읍 발안리, 37.128009, 126.897751, 37.128272, 126.897662,30,28,1,6.8,6,N,PSCI거더교,2002,2024-12-13,C,정기점검,미적용,N,,,DB-24,43.2,6.8,서울청 수원사무소,031-218-1777,2024-12-31
발안1육교,99,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 향남읍 발안리, 37.133418, 126.895848, 37.133647, 126.895754,15,19.5,1,6.9,4,N,라멘교,2002,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,4.8,서울청 수원사무소,031-218-1777,2024-12-31
지월육교,99,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 팔탄면 지월리, 37.143457, 126.892568, 37.143727, 126.892490,15,19.5,1,6.4,4,N,라멘교,2002,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,4.9,서울청 수원사무소,031-218-1777,2024-12-31
구장육교,99,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 팔탄면 구장리, 37.154231, 126.891905, 37.154502, 126.891851,15,19.5,1,6.2,4,N,라멘교,2002,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,5.2,서울청 수원사무소,031-218-1777,2024-12-31
팔탄육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 팔탄면 구장리, 37.169333, 126.890498, 37.169688, 126.890359,40,19.5,1,8.1,4,N,강플레이트거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.6,서울청 수원사무소,031-218-1777,2024-12-31
자안교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 자안리, 37.194605, 126.879201, 37.194964, 126.879112,40,19.5,1,8,4,N,강플레이트거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
자안1육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 자안리, 37.197673, 126.878777, 37.197957, 126.878756,30,23.5,1,9,5,N,PSCI거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
자안2육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 자안리, 37.200035, 126.878684, 37.200435, 126.878673,45,19.5,1,7.7,4,N,강박스거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.3,서울청 수원사무소,031-218-1777,2024-12-31
양노육교,99,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 양노리, 37.216463, 126.872888, 37.216595, 126.872888,15,19.5,1,7.8,4,N,라멘교,2002,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,6.5,서울청 수원사무소,031-218-1777,2024-12-31
양노1육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 양노리, 37.223317, 126.875712, 37.223531, 126.875835,25,19.5,1,7.6,4,N,PSCI거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
양노2육교,99,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 양노리, 37.226713, 126.877398, 37.226845, 126.877457,15,28,1,7.4,4,N,라멘교,2002,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
쌍학1육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리, 37.243679, 126.890021, 37.243997, 126.890249,40,23.5,1,5.1,5,N,RC슬래브교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5.1,서울청 수원사무소,031-218-1777,2024-12-31
쌍학1교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리, 37.244267, 126.890433, 37.244545, 126.890615,30,23.5,1,7,5,N,PSCI거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,7,서울청 수원사무소,031-218-1777,2024-12-31
쌍학2교,03,일반국도,일반국도39호선,39,02,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리, 37.244389, 126.890336, 37.244626, 126.890500,30,7.5,1,4,1,Y,PSCI거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4,서울청 수원사무소,031-218-1777,2024-12-31
쌍학2육교,02,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 쌍학리, 37.246503, 126.891943, 37.247543, 126.892685,120,23.5,1,5.3,5,N,PSCI거더교,2002,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
쌍학3육교,02,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 비봉면 구포리, 37.248452, 126.893294, 37.248850, 126.893576,50.1,19.5,1,4.5,4,N,강박스거더교,2002,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.5,서울청 수원사무소,031-218-1777,2024-12-31
숙곡교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 매송면 야목리, 37.251140, 126.895273, 37.251693, 126.895764,75,19.5,1,8.5,4,N,PSCI거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
야목육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 매송면 야목리, 37.253836, 126.898001, 37.254449, 126.898658,90,19.5,1,5.9,4,N,강박스거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
율암육교,03,일반국도,일반국도39호선,39,03,경기도,화성시,41590,경기도 화성시 팔탄면 율암리, 37.155364, 126.891721, 37.155848, 126.891614,40,27.5,1,9.1,6,N,프리플렉스거더교,2002,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5.7,서울청 수원사무소,031-218-1777,2024-12-31
모산고가차도,02,일반국도,일반국도38호선,38,03,경기도,안성시,41550,경기도 안성시 신모산동 , 37.020483, 127.241802, 37.021453, 127.243246,165,18.9,1,7.2,4,N,강박스거더교,2003,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.8,서울청 수원사무소,031-218-1777,2024-12-31
오천교차1교,99,일반국도,일반국도42호선,42,01,경기도,이천시,41500,경기도 이천시 마장면 회억리, 37.254498, 127.362633, 37.254504, 127.362876,12,11,1,5.9,2,Y,RC슬래브교,2004,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
오천교차2교,99,일반국도,일반국도42호선,42,02,경기도,이천시,41500,경기도 이천시 마장면 회억리, 37.254634, 127.362631, 37.254656, 127.362883,12,11,1,5.9,2,Y,RC슬래브교,2004,2024-11-29,A,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
이치1교,03,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 마장면 이치리, 37.254525, 127.380106, 37.254444, 127.381055,80,19.5,1,10.5,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.9,서울청 수원사무소,031-218-1777,2024-12-31
이치2교,03,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 마장면 이치리, 37.254136, 127.385012, 37.254119, 127.385535,40,19.5,1,7.1,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5.4,서울청 수원사무소,031-218-1777,2024-12-31
도드람교차교,03,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 마장면 표교리, 37.254287, 127.389867, 37.254344, 127.390342,30,19.5,1,7.3,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5.2,서울청 수원사무소,031-218-1777,2024-12-31
설서교,03,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 마장면 표교리, 37.255650, 127.402315, 37.255605, 127.402624,28,19.5,1,4.8,4,N,RC슬래브교,2004,2024-12-13,C,정기점검,미적용,N,,,DB-24,43.2,4.8,서울청 수원사무소,031-218-1777,2024-12-31
유산교차교,03,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 호법면 유산리, 37.245482, 127.440000, 37.245614, 127.440328,30,19.5,1,6.8,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.6,서울청 수원사무소,031-218-1777,2024-12-31
유산1교,03,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 호법면 유산리, 37.248507, 127.445159, 37.248752, 127.445505,30,19.5,1,7.3,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.3,서울청 수원사무소,031-218-1777,2024-12-31
유산2교,02,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 장록동 , 37.249784, 127.446942, 37.251261, 127.449034,240,19.5,1,6,4,N,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
복하IC교,02,일반국도,일반국도42호선,42,03,경기도,이천시,41500,경기도 이천시 부발읍 신하리, 37.265618, 127.462287, 37.266523, 127.463016,120,23.4,0.9,7.2,4,N,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.8,서울청 수원사무소,031-218-1777,2024-12-31
장서육교,03,일반국도,일반국도45호선,45,03,경기도,안성시,41550,경기도 안성시 양성면 난실리, 37.107406, 127.218519, 37.108311, 127.218481,90,19.5,1,7.2,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5.2,서울청 수원사무소,031-218-1777,2024-12-31
이동교(상),02,일반국도,일반국도45호선,45,01,경기도,안성시,41550,경기도 안성시 양성면 난실리, 37.109895, 127.218100, 37.110849, 127.217413,120,17.3,0.8,6.7,4,Y,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.7,서울청 수원사무소,031-218-1777,2024-12-31
이동교(하),02,일반국도,일반국도45호선,45,02,경기도,안성시,41550,경기도 안성시 양성면 난실리, 37.109846, 127.217919, 37.110768, 127.217249,120,17.3,0.8,6.7,4,Y,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,4.7,서울청 수원사무소,031-218-1777,2024-12-31
묘봉교(상),02,일반국도,일반국도45호선,45,01,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 묘봉리, 37.122334, 127.213502, 37.124020, 127.213575,180,9.8,0.6,10,2,Y,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,5.5,서울청 수원사무소,031-218-1777,2024-12-31
묘봉교(하),02,일반국도,일반국도45호선,45,02,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 묘봉리, 37.122366, 127.213390, 37.124030, 127.213473,180,9.8,0.6,10,2,Y,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,5.5,서울청 수원사무소,031-218-1777,2024-12-31
묘봉육교,03,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 묘봉리, 37.126700, 127.213325, 37.126967, 127.213309,30,19.5,1,10,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
요덕교,02,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 송전리, 37.135722, 127.210594, 37.136724, 127.209438,150,19.5,1,24.3,4,N,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,5,서울청 수원사무소,031-218-1777,2024-12-31
송전1교,03,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 화산리, 37.143455, 127.201285, 37.143908, 127.201097,39,19.5,1,13.6,4,N,라멘교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
송전육교,03,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 송전리, 37.145071, 127.200929, 37.145877, 127.201039,90,19.5,1,14.3,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,4.8,서울청 수원사무소,031-218-1777,2024-12-31
비룡1교,99,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 시미리, 37.153240, 127.204837, 37.153423, 127.204899,12,19.5,1,10,4,N,RC슬래브교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
비룡2교,02,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 시미리, 37.154595, 127.205333, 37.155634, 127.205717,120,19.5,1,12.7,4,N,PSCI거더교,2004,2024-12-13,A,정기점검,미적용,N,,,DB-24,43.2,5.5,서울청 수원사무소,031-218-1777,2024-12-31
시미육교,03,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 시미리, 37.160580, 127.206492, 37.161392, 127.206410,90,19.5,1,7,4,N,PSCI거더교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,5.8,서울청 수원사무소,031-218-1777,2024-12-31
원덕성교,99,일반국도,일반국도45호선,45,03,경기도,용인시 처인구,41461,경기도 용인시 처인구 이동읍 덕성리, 37.166743, 127.205245, 37.166921, 127.205196,12,19.5,1,10,4,N,RC슬래브교,2004,2024-12-13,B,정기점검,미적용,N,,,DB-24,43.2,,서울청 수원사무소,031-218-1777,2024-12-31
