무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
광주013,경기도,광주시,기타,,중앙로,3,,경기도 광주시 역동 8-21,37.40804729,127.2574755,광주식자재마트앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주012,경기도,광주시,기타,,경안로,3,,경기도 광주시 경안동 36-82,37.40952824,127.2565459,탄탄병원앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주011,경기도,광주시,시도,28,파발로,3,,경기도 광주시 경안동 430-5,37.41479355,127.251438807,공설운동장앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주010,경기도,광주시,기타,,역동로,3,,경기도 광주시 역동 40-12,37.40482118,127.2574395,이수공인중개사 앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주009,경기도,광주시,기타,,역동로,3,,경기도 광주시 역동 27-160,37.4069878678,127.2600499,문화웨딩홀앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주008,경기도,광주시,시도,1,광주대로,3,,경기도 광주시 경안동 26-11,37.40862472,127.2605997756,이마트앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주007,경기도,광주시,기타,,중앙로,3,,경기도 광주시 경안동 257,37.4126700031,127.2573351559,우체국앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주006,경기도,광주시,기타,,광주대로,3,경기도 광주시 중앙로 96,,37.4084176,127.2590533,중앙빌딩,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주005,경기도,광주시,기타,,마루들길,3,,경기도 광주시 양벌동 1003-1,37.37797738,127.255931,양벌쌍용2차아파트삼거리,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주004,경기도,광주시,시도,15,오포로,3,,경기도 광주시 능평동 152-2,37.34389659,127.1791340468,능평 삼거리,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주003,경기도,광주시,시도,28,포돌이로,3,,경기도 광주시 탄벌동 702,37.41482987,127.2484954,탄벌동동보허브빌,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주002,경기도,광주시,기타,,평촌길,3,,경기도 광주시 곤지암읍 삼리 105-5,37.35608232,127.3259773978,삼리한양마트앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주001,경기도,광주시,기타,,송정로,3,,경기도 광주시 탄벌동 767-3,37.41668898,127.2518391489,나산아파트입구,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
광주063,경기도,광주시,기타,,노곡로,3,,경기도 광주시 도척면 노곡리 222-4,37.3031369306,127.3312066,도척초등학교 정문앞,4,0,,,,,경기도 광주시청,031-760-2102,2026-03-30,5540000,경기도 광주시
05-거창버스터미널 주변,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 강남로 240-14,경상남도 거창군 거창읍 대평리 1005,35.68629153,127.9235149,거창버스터미널 주변 3,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
05-거창버스터미널 주변,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 강남로 240-14,경상남도 거창군 거창읍 대평리 1005,35.68629153,127.9235149,거창버스터미널 주변 2,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
05-거창버스터미널 주변,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 강남로 240-14,경상남도 거창군 거창읍 대평리 1005,35.68629153,127.9235149,거창버스터미널 주변 1,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
04-거창교 주변,경상남도,거창군,군도,,아림로,3,경상남도 거창군 거창읍 강변로 127,경상남도 거창군 거창읍 상림리 144,35.68463392,127.9109002,거창교 주변 4,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
04-거창교 주변,경상남도,거창군,군도,,아림로,3,경상남도 거창군 거창읍 강변로 127,경상남도 거창군 거창읍 상림리 144,35.68463392,127.9109002,거창교 주변 3,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
04-거창교 주변,경상남도,거창군,군도,,아림로,3,경상남도 거창군 거창읍 강변로 127,경상남도 거창군 거창읍 상림리 144,35.68463392,127.9109002,거창교 주변 2,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
04-거창교 주변,경상남도,거창군,군도,,아림로,3,경상남도 거창군 거창읍 강변로 127,경상남도 거창군 거창읍 상림리 144,35.68463392,127.9109002,거창교 주변 1,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
06-중앙로1 주변,경상남도,거창군,군도,,중앙로,3,,경상남도 거창군 거창읍 중앙리 283-3,35.68664414,127.9118429,코오롱스포츠(서),4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
06-중앙로1 주변,경상남도,거창군,군도,,중앙로,3,,경상남도 거창군 거창읍 중앙리 283-3,35.68664414,127.9118429,코오롱스포츠(동),4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
01-거창읍사무소 주변,경상남도,거창군,군도,,상동길,3,경상남도 거창군 거창읍 상동길 38,경상남도 거창군 거창읍 상림리 294-4,35.68708014,127.9046894,읍사무소 옆(서),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
01-거창읍사무소 주변,경상남도,거창군,군도,,상동길,3,경상남도 거창군 거창읍 상동길 38,경상남도 거창군 거창읍 상림리 294-4,35.68708014,127.9046894,읍사무소 옆(북),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
01-거창읍사무소 주변,경상남도,거창군,군도,,상동길,3,경상남도 거창군 거창읍 상동길 38,경상남도 거창군 거창읍 상림리 294-4,35.68708014,127.9046894,읍사무소 옆(동),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
01-거창읍사무소 주변,경상남도,거창군,군도,,상동길,3,경상남도 거창군 거창읍 상동길 38,경상남도 거창군 거창읍 상림리 294-4,35.68708014,127.9046894,읍사무소 옆(남),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
09-아림로 주변,경상남도,거창군,군도,,아림로,3,경상남도 거창군 거창읍 아림로 29,경상남도 거창군 거창읍 상림리 141-2,35.6856648,127.9106446,올포유(북),4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
09-아림로 주변,경상남도,거창군,군도,,아림로,3,경상남도 거창군 거창읍 아림로 29,경상남도 거창군 거창읍 상림리 141-2,35.6856648,127.9106446,올포유(남),4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
08-중앙로3 주변,경상남도,거창군,지방도,1084,거창대로,3,경상남도 거창군 거창읍 거창대로 53,경상남도 거창군 거창읍 대동리 930-3,35.68629535,127.9161741,올리비아로렌(서),4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
08-중앙로3 주변,경상남도,거창군,지방도,1084,거창대로,3,경상남도 거창군 거창읍 거창대로 53,경상남도 거창군 거창읍 대동리 930-3,35.68629535,127.9161741,올리비아로렌(동),4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
23-거창버스터미널 부근,경상남도,거창군,군도,,밭들길,3,경상남도 거창군 거창읍 밭들길 33,경상남도 거창군 거창읍 대평리 1000-1,35.6856503,127.9223632,거창버스터미널 부근 3,4,0,,,99,2022,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
23-거창버스터미널 부근,경상남도,거창군,군도,,밭들길,3,경상남도 거창군 거창읍 밭들길 33,경상남도 거창군 거창읍 대평리 1000-1,35.6856503,127.9223632,거창버스터미널 부근 2,4,0,,,99,2022,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
23-거창버스터미널 부근,경상남도,거창군,군도,,밭들길,3,경상남도 거창군 거창읍 밭들길 33,경상남도 거창군 거창읍 대평리 1000-1,35.6856503,127.9223632,거창버스터미널 부근 1,4,0,,,99,2022,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
18-침류정앞삼거리 주변,경상남도,거창군,군도,,강변로,3,경상남도 거창군 거창읍 강변로 109,경상남도 거창군 거창읍 상림리 149-18,35.68443921,127.909045,침류정앞삼거리 주변 4,4,0,,,99,2019,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
18-침류정앞삼거리 주변,경상남도,거창군,군도,,강변로,3,경상남도 거창군 거창읍 강변로 109,경상남도 거창군 거창읍 상림리 149-18,35.68443921,127.909045,침류정앞삼거리 주변 3,4,0,,,99,2019,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
18-침류정앞삼거리 주변,경상남도,거창군,군도,,강변로,3,경상남도 거창군 거창읍 강변로 109,경상남도 거창군 거창읍 상림리 149-18,35.68443921,127.909045,침류정앞삼거리 주변 2,4,0,,,99,2019,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
18-침류정앞삼거리 주변,경상남도,거창군,군도,,강변로,3,경상남도 거창군 거창읍 강변로 109,경상남도 거창군 거창읍 상림리 149-18,35.68443921,127.909045,침류정앞삼거리 주변 1,4,0,,,99,2019,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
17-대동리 회전교차로 중앙치과의원,경상남도,거창군,지방도,1084,거창대로,3,,경상남도 거창군 거창읍 대동리 831-3,35.68780411,127.9159158,대동리 회전교차로 중앙치과의원 주변 2,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
17-대동리 회전교차로 중앙치과의원,경상남도,거창군,지방도,1084,거창대로,3,,경상남도 거창군 거창읍 대동리 831-3,35.68780411,127.9159158,대동리 회전교차로 중앙치과의원 주변 1,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
16-대동리 회전교차로 서원정형외과,경상남도,거창군,지방도,1084,거창대로,3,,경상남도 거창군 거창읍 대동리 829-1,35.68753408,127.9158732,대동리 회전교차로 서원정형외과 주변 2,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
16-대동리 회전교차로 서원정형외과,경상남도,거창군,지방도,1084,거창대로,3,,경상남도 거창군 거창읍 대동리 829-1,35.68753408,127.9158732,대동리 회전교차로 서원정형외과 주변 1,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
15-거창푸르지오 후문,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 송정1길 16,경상남도 거창군 거창읍 송정리 1096-4,35.68176015,127.8989302,거창푸르지오 후문 3,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
15-거창푸르지오 후문,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 송정1길 16,경상남도 거창군 거창읍 송정리 1096-4,35.68176015,127.8989302,거창푸르지오 후문 2,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
15-거창푸르지오 후문,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 송정1길 16,경상남도 거창군 거창읍 송정리 1096-4,35.68176015,127.8989302,거창푸르지오 후문 1,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
14-거창푸르지오 정문,경상남도,거창군,군도,,송정2길,3,,경상남도 거창군 거창읍 송정리 1101-9,35.68158582,127.9014017,거창푸르지오 정문 3,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
14-거창푸르지오 정문,경상남도,거창군,군도,,송정2길,3,,경상남도 거창군 거창읍 송정리 1101-9,35.68158582,127.9014017,거창푸르지오 정문 2,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
14-거창푸르지오 정문,경상남도,거창군,군도,,송정2길,3,,경상남도 거창군 거창읍 송정리 1101-9,35.68158582,127.9014017,거창푸르지오 정문 1,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
13-거창우체국 주변,경상남도,거창군,군도,,중앙로,3,경상남도 거창군 거창읍 중앙로 98,경상남도 거창군 거창읍 상림리 121-3,35.68554427,127.9092777,거창우체국 주변 3,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
13-거창우체국 주변,경상남도,거창군,군도,,중앙로,3,경상남도 거창군 거창읍 중앙로 98,경상남도 거창군 거창읍 상림리 121-3,35.68554427,127.9092777,거창우체국 주변 2,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
13-거창우체국 주변,경상남도,거창군,군도,,중앙로,3,경상남도 거창군 거창읍 중앙로 98,경상남도 거창군 거창읍 상림리 121-3,35.68554427,127.9092777,거창우체국 주변 1,4,0,,,99,2018,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
05-거창버스터미널 주변,경상남도,거창군,군도,,강남로,3,경상남도 거창군 거창읍 강남로 240-14,경상남도 거창군 거창읍 대평리 1005,35.68629153,127.9235149,거창버스터미널 주변 4,4,0,,,99,2015,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
03-아진프라자 주변,경상남도,거창군,지방도,1084,거창대로,3,경상남도 거창군 거창읍 거창대로 53,경상남도 거창군 거창읍 대동리 930-3,35.68629535,127.9161741,영광열쇠(서),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
03-아진프라자 주변,경상남도,거창군,지방도,1084,거창대로,3,경상남도 거창군 거창읍 거창대로 53,경상남도 거창군 거창읍 대동리 930-3,35.68629535,127.9161741,영광열쇠(북),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
03-아진프라자 주변,경상남도,거창군,지방도,1084,거창대로,3,경상남도 거창군 거창읍 거창대로 53,경상남도 거창군 거창읍 대동리 930-3,35.68629535,127.9161741,영광열쇠(동),4,0,,,99,2013,경상남도 거창군청 건설교통과,055-940-3382,2026-02-26,5470000,경상남도 거창군
